source,version,published_year,scope,activity_type,name,is_renewable,is_biofuel,is_refrigerant,kgco2e,unit_name,heat_content,biogenic_kgco2e,cost_inr
GHG Protocol,ar5,2022,Scope 1,Fugitive Emissions,HFE-236ca12 (HG-10),False,False,True,5350.0,kg,,,250.0
GHG Protocol,ar5,2022,Scope 1,Fugitive Emissions,HFE-338pcc13 (HG-01),False,False,True,2910.0,kg,,,250.0
GHG Protocol,ar5,2022,Scope 1,Fugitive Emissions,PFPMIE,False,False,True,9710.0,kg,,,25.0
GHG Protocol,ar5,2022,Scope 1,Fugitive Emissions,Methylene chloride,False,False,True,9.0,kg,,,120.0
GHG Protocol,ar5,2022,Scope 1,Fugitive Emissions,Methyl chloride,False,False,True,12.0,kg,,,120.0
GHG Protocol,ar5,2022,Scope 1,Fugitive Emissions,CFC-11/R11 (trichlorofluoromethane),False,False,True,4660.0,kg,,,25.0
GHG Protocol,ar5,2022,Scope 1,Fugitive Emissions,CFC-12/R12 (dichlorodifluoromethane),False,False,True,10200.0,kg,,,25.0
GHG Protocol,ar5,2022,Scope 1,Fugitive Emissions,HCFC-22/R22 (chlorodifluoromethane),False,False,True,1760.0,kg,,,25.0
IPCC,ar6,2023,Scope 1,Fugitive Emissions,R-404A,False,False,True,4562.4,kg,,,250.0
GHG Protocol,ar5,2022,Scope 1,Stationary Combustion,Landfill Gas,False,True,False,0.004394089206247,m3,18.070588711693,0.891834827399178,35.0
GHG Protocol,ar5,2022,Scope 1,Stationary Combustion,Other Biomass Gases,False,True,False,0.005934285422869,m3,24.404609497235,1.20443672566281,35.0
GHG Protocol,ar5,2022,Scope 1,Stationary Combustion,Biodiesel (100%),False,True,False,0.002027150663118,L,35.675682589903,2.49682743894245,87.5
GHG Protocol,ar5,2022,Scope 1,Stationary Combustion,Ethanol (100%),False,True,False,0.001330317622671,L,23.412166699624,1.51871456372971,45.0
GHG Protocol,ar5,2022,Scope 1,Stationary Combustion,Rendered Animal Fat,False,True,False,0.001979639319451,L,34.839533779202,2.34650825755078,50.0
GHG Protocol,ar5,2022,Scope 1,Stationary Combustion,Vegetable Oil,False,True,False,0.001900453746673,L,33.445952428034,2.58518770710858,75.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,R-407C,False,False,True,1908.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,R-404A,False,False,True,4728.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,Nitrogen trifluoride,False,False,True,17200.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFC-245ca,False,False,True,693.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFC-245fa,False,False,True,1030.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFC-32,False,False,True,675.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFC-365mfc,False,False,True,794.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFC-41,False,False,True,92.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFC-43-I0mee,False,False,True,1640.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFE-125,False,False,True,14900.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFE-134,False,False,True,6320.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFE-143a,False,False,True,756.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFE-236ca12 (HG-10),False,False,True,2800.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFE-245cb2,False,False,True,708.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFE-245fa2,False,False,True,659.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFE-254cb2,False,False,True,359.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFE-338pcc13 (HG-01),False,False,True,1500.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFE-347mcc3,False,False,True,575.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFE-449sl (HFE-7100),False,False,True,297.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFE-347pcf2,False,False,True,580.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFE-356pcc3,False,False,True,110.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFE-43-10pccc124 (H-Galden1040x),False,False,True,1870.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,HFE-569sf2 (HFE-7200),False,False,True,59.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,Methane,False,False,True,25.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,Methyl bromide,False,False,True,5.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,Methyl chloride,False,False,True,13.0,kg,,,120.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,Methyl chloroform,False,False,True,146.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,Methylene chloride,False,False,True,9.0,kg,,,120.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,Nitrous oxide,False,False,True,298.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,Perfluorocyclopropane,False,False,True,17340.0,kg,,,58.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,Perfluoroethane (PFC-116),False,False,True,12200.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,Perfluoromethane (PFC-14),False,False,True,7390.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,Perfluoropropane (PFC-218),False,False,True,8830.0,kg,,,58.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,Perfluorocyclobutane (PFC-318),False,False,True,10300.0,kg,,,58.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,Perfluorobutane (PFC-3-1-10),False,False,True,8860.0,kg,,,58.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,Perfluoropentane (PFC-4-1-12),False,False,True,9160.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,Perfluorohexane (PFC-5-1-14),False,False,True,9300.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,PFC-9-1-18,False,False,True,7500.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,PFPMIE,False,False,True,10300.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R1234yf,False,False,True,1.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R1234ze,False,False,True,1.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R1270 (propene),False,False,True,2.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R170 (ethane),False,False,True,6.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R290 (propane),False,False,True,3.0,kg,,,58.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-401A,False,False,True,1182.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-401B,False,False,True,1288.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-401C,False,False,True,933.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-402A,False,False,True,2788.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-402B,False,False,True,2416.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-403A,False,False,True,3124.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-403B,False,False,True,4457.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-404A,False,False,True,3922.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R405A,False,False,True,4716.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R406A,False,False,True,1943.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-407A,False,False,True,2107.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-407B,False,False,True,2804.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-407C,False,False,True,1774.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-407D,False,False,True,1627.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-407E,False,False,True,1552.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-407F,False,False,True,1825.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-408A,False,False,True,3152.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R409A,False,False,True,1585.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R409B,False,False,True,1560.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-410A,False,False,True,2088.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-410B,False,False,True,2229.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-411A,False,False,True,1597.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-411B,False,False,True,1705.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-412A,False,False,True,2286.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-413A,False,False,True,2053.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R414A,False,False,True,1478.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R414B,False,False,True,1362.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-415A,False,False,True,1507.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-415B,False,False,True,546.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-416A,False,False,True,1084.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-417A,False,False,True,2346.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-417B,False,False,True,3027.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-417C,False,False,True,1809.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-418A,False,False,True,1741.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-419A,False,False,True,2967.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-419B,False,False,True,2384.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-420A,False,False,True,1536.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-421A,False,False,True,2631.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-421B,False,False,True,3190.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-422A,False,False,True,3143.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-422B,False,False,True,2526.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-422C,False,False,True,3085.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-422D,False,False,True,2729.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-422E,False,False,True,2592.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-423A,False,False,True,2280.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-424A,False,False,True,2440.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-425A,False,False,True,1505.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-426A,False,False,True,1508.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-427A,False,False,True,2138.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-428A,False,False,True,3607.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-429A,False,False,True,14.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-430A,False,False,True,95.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-431A,False,False,True,38.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R432A,False,False,True,2.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R433A,False,False,True,3.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R433B,False,False,True,3.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R433C,False,False,True,3.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-434A,False,False,True,3245.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-435A,False,False,True,26.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R436A,False,False,True,3.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R436B,False,False,True,3.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-437A,False,False,True,1805.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-438A,False,False,True,2265.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-439A,False,False,True,1983.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R440A,False,False,True,144.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R441A,False,False,True,3.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R442A,False,False,True,1888.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R443A,False,False,True,2.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-444A,False,False,True,88.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-445A,False,False,True,130.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-500,False,False,True,8077.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R501,False,False,True,4083.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R502,False,False,True,4657.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-503,False,False,True,14560.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-504,False,False,True,4143.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R505,False,False,True,8502.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R506,False,False,True,4490.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-507A,False,False,True,3985.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-508A,False,False,True,13214.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-508B,False,False,True,13396.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-509A,False,False,True,5741.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R510A,False,False,True,1.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R511A,False,False,True,9.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R-512A,False,False,True,189.0,kg,,,250.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R600 (butane),False,False,True,4.0,kg,,,58.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R600A (isobutane),False,False,True,3.0,kg,,,58.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R601 (pentane),False,False,True,5.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,R601A (isopentane),False,False,True,5.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,Sulphur hexafluoride (SF6),False,False,True,22800.0,kg,,,25.0
DEFRA/BEIS,ar4,2022,Scope 1,Fugitive Emissions,Trifluoromethyl sulphur pentafluoride,False,False,True,17700.0,kg,,,25.0
IPCC,ar6,2023,Scope 1,Fugitive Emissions,R 125,False,False,True,3740.0,kg,,,25.0
IPCC,ar6,2023,Scope 1,Fugitive Emissions,R 407A,False,False,True,2262.2,kg,,,25.0
IPCC,ar6,2023,Scope 1,Fugitive Emissions,R 410A,False,False,True,2255.5,kg,,,25.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-125,False,False,True,3170.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,Carbon dioxide,False,False,True,1.0,kg,,,25.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-134,False,False,True,1120.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-134a,False,False,True,1300.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-143,False,False,True,328.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-143a,False,False,True,4800.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-152,False,False,True,16.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-152a,False,False,True,138.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-161,False,False,True,4.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-227ea,False,False,True,3350.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-23,False,False,True,12400.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-236cb,False,False,True,1210.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-236ea,False,False,True,1330.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-236fa,False,False,True,8060.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-245ca,False,False,True,716.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-245fa,False,False,True,858.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-32,False,False,True,677.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-365mfc,False,False,True,804.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-41,False,False,True,116.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HFC-43-I0mee,False,False,True,1650.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,Methane,False,False,True,28.0,kg,,,25.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,Nitrogen trifluoride,False,False,True,16100.0,kg,,,25.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,Nitrous oxide,False,False,True,265.0,kg,,,25.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,Perfluoroethane (PFC-116),False,False,True,11100.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,Perfluorocyclopropane,False,False,True,9200.0,kg,,,58.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,Perfluoromethane (PFC-14),False,False,True,6630.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,Perfluoropropane (PFC-218),False,False,True,8900.0,kg,,,58.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,Perfluorocyclobutane (PFC-318),False,False,True,9540.0,kg,,,58.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,Perfluorobutane (PFC-3-1-10),False,False,True,9200.0,kg,,,58.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,Perfluoropentane (PFC-4-1-12),False,False,True,8550.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,Perfluorohexane (PFC-5-1-14),False,False,True,7910.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,PFC-9-1-18,False,False,True,7190.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-401A,False,False,True,18.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-401B,False,False,True,15.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-401C,False,False,True,21.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-402A,False,False,True,1902.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-402B,False,False,True,1205.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-403A,False,False,True,1780.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-403B,False,False,True,3471.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-404A,False,False,True,3943.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R405A,False,False,True,3920.0,kg,,,25.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-407A,False,False,True,1923.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-407B,False,False,True,2547.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-407C,False,False,True,1624.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-407D,False,False,True,1487.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-407E,False,False,True,1425.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-407F,False,False,True,1674.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-408A,False,False,True,2430.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-410A,False,False,True,1924.0,kg,,,250.0
