source,version,published_year,scope,activity_type,name,is_renewable,is_biofuel,is_refrigerant,kgco2e,unit_name,heat_content,biogenic_kgco2e,cost_inr
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-410B,False,False,True,2048.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-411A,False,False,True,15.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-411B,False,False,True,4.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-412A,False,False,True,445.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-413A,False,False,True,1945.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-415A,False,False,True,25.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-415B,False,False,True,104.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-416A,False,False,True,767.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-417A,False,False,True,2127.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-417B,False,False,True,2742.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-417C,False,False,True,1643.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-418A,False,False,True,3.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-419A,False,False,True,2688.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-419B,False,False,True,2161.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-420A,False,False,True,1144.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-421A,False,False,True,2385.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-421B,False,False,True,2890.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-422A,False,False,True,2847.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-422B,False,False,True,2290.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-434A,False,False,True,3075.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-422C,False,False,True,2794.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-422D,False,False,True,2473.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-422E,False,False,True,2350.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-423A,False,False,True,2274.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-424A,False,False,True,2212.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-425A,False,False,True,1431.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-437A,False,False,True,1639.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-426A,False,False,True,1371.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-427A,False,False,True,2024.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-428A,False,False,True,3417.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-429A,False,False,True,13.8,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-430A,False,False,True,105.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-431A,False,False,True,40.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-435A,False,False,True,27.6,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-438A,False,False,True,2059.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-439A,False,False,True,1828.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R440A,False,False,True,156.0,kg,,,25.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R442A,False,False,True,1754.0,kg,,,25.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-444A,False,False,True,88.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-445A,False,False,True,117.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-500,False,False,True,36.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-503,False,False,True,4972.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-504,False,False,True,326.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-507A,False,False,True,3985.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-508A,False,False,True,11607.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-508B,False,False,True,11698.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-509A,False,False,True,4984.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R511A,False,False,True,6.9,kg,,,25.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-512A,False,False,True,196.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,Sulphur hexafluoride (SF6),False,False,True,23500.0,kg,,,25.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,HCFC-22/R22 (chlorodifluoromethane),False,False,True,1760.0,kg,,,25.0
CEA,ar5,2023,Scope 2,Purchased Electricity,Electricity supplied from grid,False,False,False,0.716,kWh,,,6.5
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Butane,False,False,False,1.74532963221477,L,,,58.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Coal (electricity generation - home produced coal only),False,False,False,2.19589669798658,t,,,8.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Petroleum coke,False,False,False,3.38657167516779,t,,,95.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Coking coal,False,False,False,3.16465001879195,t,,,8.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Coal (domestic),False,False,False,2.90495233557047,t,,,8.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Coal (electricity generation),False,False,False,2.19933448322148,t,,,8.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Coal (industrial),False,False,False,2.39647994362416,t,,,8.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Marine fuel oil,False,False,False,3.10202288590604,L,,,70.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Marine gas oil,False,False,False,2.77138877315436,L,,,75.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Waste oils,False,False,False,2.74923668456376,L,,,5.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Refinery miscellaneous,False,False,False,2.94432092751678,t,,,8.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Processed fuel oils - distillate oil,False,False,False,2.75540897852349,L,,,87.5
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Processed fuel oils - residual oil,False,False,False,3.17492498255034,L,38.8277566744,,65.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Petrol (100% mineral petrol),False,False,False,2.34502534630872,L,33.0186761168,,95.0
DEFRA/BEIS,ar5,2023,Scope 1,Mobile Combustion,Petrol (average biofuel blend),False,False,False,2.09747312751678,L,33.0186761168,,95.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Petrol (average biofuel blend),False,False,False,2.09747312751678,L,33.0186761168,,95.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Naphtha,False,False,False,2.11893915436242,L,32.4120238715,,50.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Lubricants,False,False,False,2.74933914899329,L,36.1070361156,,50.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Gas oil,False,False,False,2.75540897852349,L,39.271062532,,75.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Fuel oil,False,False,False,3.17492498255034,L,,,70.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Diesel (100% mineral diesel),False,False,False,2.65937173691275,L,39.271062532,,87.5
DEFRA/BEIS,ar5,2023,Scope 1,Mobile Combustion,Diesel (average biofuel blend),False,False,False,2.51206388456376,L,39.271062532,,87.5
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Diesel (average biofuel blend),False,False,False,2.51206388456376,L,39.271062532,,87.5
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Burning oil,False,False,False,2.54015585637584,L,,,75.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Aviation turbine fuel,False,False,False,2.5426884,L,31.207525283,,75.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Aviation spirit,False,False,False,2.33116264295302,L,,,50.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Propane,False,False,False,1.54357759865772,L,,,58.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Other petroleum gas,False,False,False,0.94441512348993,L,,,95.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Natural gas (100% mineral blend),False,False,False,0.0020538303100671,m3,0.0336,,35.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,Natural gas,False,False,False,0.0020383903100671,m3,0.0336,,35.0
DEFRA/BEIS,ar5,2023,Scope 1,Mobile Combustion,LPG,False,False,False,1.55712778389262,L,23.3447854900593,,60.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,LPG,False,False,False,1.55712778389262,L,23.3447854900593,,60.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,LNG,False,False,False,1.16832964966443,L,,,50.0
DEFRA/BEIS,ar5,2023,Scope 1,Stationary Combustion,CNG,False,False,False,0.44844653020134,L,,,77.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,CNG,False,False,False,0.44942,L,,,77.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Coal (domestic),False,False,False,2.90495234,t,,,8.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Aviation spirit,False,False,False,2.33116,L,,,50.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Aviation turbine fuel,False,False,False,2.54269,L,,,75.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Burning oil,False,False,False,2.54015,L,,,75.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Butane,False,False,False,1.74532,L,,,58.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Coal (electricity generation - home produced coal only),False,False,False,2.2585867,t,,,8.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Coal (electricity generation),False,False,False,2.26211448,t,,,8.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Coal (industrial),False,False,False,2.39943994,t,,,8.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Coking coal,False,False,False,3.16465002,t,,,8.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Fuel oil,False,False,False,3.17493,L,,,70.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Gas oil,False,False,False,2.75541,L,,,75.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,LNG,False,False,False,1.17216,L,,,50.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Lubricants,False,False,False,2.74934,L,,,50.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Marine fuel oil,False,False,False,3.10202,L,,,70.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Marine gas oil,False,False,False,2.77139,L,,,75.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Naphtha,False,False,False,2.11894,L,,,50.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Other petroleum gas,False,False,False,0.94441,L,,,95.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Petrol (100% mineral petrol),False,False,False,2.35372,L,,,95.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Petroleum coke,False,False,False,3.38657168,t,,,95.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Processed fuel oils - distillate oil,False,False,False,2.75541,L,,,87.5
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Processed fuel oils - residual oil,False,False,False,3.17493,L,,,65.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Propane,False,False,False,1.54357,L,,,58.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Refinery miscellaneous,False,False,False,2.94432093,t,,,8.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Waste oils,False,False,False,2.74923,L,,,5.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Diesel (100% mineral diesel),False,False,False,2.66155,L,39.271062532,,87.5
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Diesel (average biofuel blend),False,False,False,2.51279,L,39.271062532,,87.5
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Petrol (average biofuel blend),False,False,False,2.0844,L,33.0186761168,,95.0
DEFRA/BEIS,ar5,2024,Scope 1,Mobile Combustion,Petrol (average biofuel blend),False,False,False,2.0844,L,33.0186761168,,95.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,LPG,False,False,False,1.55713,L,23.344785490059,,60.0
DEFRA/BEIS,ar5,2024,Scope 1,Mobile Combustion,LPG,False,False,False,1.55713,L,23.344785490059,,60.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Natural gas,False,False,False,0.00204542,m3,33.6,,35.0
DEFRA/BEIS,ar5,2024,Scope 1,Stationary Combustion,Natural gas (100% mineral blend),False,False,False,0.00206318,m3,33.6,,35.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,R-410A,False,False,True,2256.0,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R-600,False,False,True,0.006,kg,,,250.0
DEFRA/BEIS,ar5,2024,Scope 1,Mobile Combustion,Diesel (average biofuel blend),False,False,False,2.51279,L,39.271062532,,87.5
DEFRA/BEIS,ar5,2024,Scope 1,Fugitive Emissions,R290 = propane,False,False,True,0.06,kg,,,58.0
CEA,ar5,2024,Scope 2,Purchased Electricity,Electricity supplied from grid,False,False,False,0.727,kWh,,,6.5
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-245fa,False,False,True,962.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,PFC-14,False,False,False,7380.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-236fa,False,False,True,8690.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-245ca,False,False,True,787.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-32,False,False,True,771.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-365mfc,False,False,True,914.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-41,False,False,True,135.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-43-10mee,False,False,False,1600.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFE-125,False,False,True,14300.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFE-134,False,False,True,6630.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFE-143a,False,False,True,616.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFE-245cb2,False,False,True,747.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFE-245fa2,False,False,True,878.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFE-347mcc3,False,False,True,576.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFE-347pcf2,False,False,True,980.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFE-356pcc3,False,False,True,277.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFE-356pcf3,False,False,False,484.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFE-374pc2,False,False,False,12.5,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,Methane,False,False,True,27.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,Methyl bromide,False,False,True,2.43,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,Methyl chloride,False,False,True,5.54,kg,,,120.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,Methyl chloroform,False,False,True,161.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,Methylene chloride,False,False,True,11.2,kg,,,120.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,Nitrogen trifluoride,False,False,True,17400.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,Nitrous oxide,False,False,True,273.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,PFC-116,False,False,False,12400.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,PFC-218,False,False,False,9290.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,PFC-31-10,False,False,False,10000.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,PFC-41-12,False,False,False,9220.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,PFC-51-14,False,False,False,8620.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,PFC-91-18,False,False,False,7480.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,PFPMIE,False,False,True,10300.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,Sulphur hexafluoride (SF6),False,False,True,24300.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,Carbon dioxide,False,False,True,1.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,Carbon tetrachloride,False,False,True,2200.0,kg,,,120.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,CFC-113,False,False,True,6520.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,CFC-114,False,False,True,9430.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,CFC-115,False,False,True,9600.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,CFC-11/R11 (trichlorofluoromethane),False,False,True,6230.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,CFC-12/R12 (dichlorodifluoromethane),False,False,True,12500.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,CFC-13,False,False,True,16200.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,Halon-1211,False,False,True,1930.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,Halon-1301,False,False,True,7200.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,Halon-2402,False,False,True,2170.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HCFC-123,False,False,True,90.4,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HCFC-124,False,False,True,597.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HCFC-141b,False,False,True,860.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HCFC-142b,False,False,True,2300.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HCFC-21,False,False,True,160.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HCFC-225ca,False,False,True,137.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HCFC-225cb,False,False,True,568.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HCFC-22/R22 (chlorodifluoromethane),False,False,True,1960.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HCFE-235da2,False,False,True,539.0,kg,,,25.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-125,False,False,True,3740.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-134,False,False,True,1260.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-134a,False,False,True,1530.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-143,False,False,True,364.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-143a,False,False,True,5810.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-152,False,False,True,21.5,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-152a,False,False,True,164.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-161,False,False,True,4.84,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-227ea,False,False,True,3600.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-23,False,False,True,14600.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-236cb,False,False,True,1350.0,kg,,,250.0
GHG Protocol,ar6,2024,Scope 1,Fugitive Emissions,HFC-236ea,False,False,True,1500.0,kg,,,250.0
